PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
2/1/2026,"Kemah, TX",Texas,Single Family Residential,288790,-0.093992157,316465,162.0317087,11,22,2,146,0.953538257,0.590909091
2/1/2026,"Aurora, TX",Texas,Single Family Residential,390000,NA,294990,173.2606043,2,6,3,55,0.941655604,0.333333333
2/1/2026,"La Joya, TX",Texas,Single Family Residential,185000,-0.378151261,284900,132.9022989,1,20,20,413,0.948717949,0.45
2/1/2026,"Kilgore, TX",Texas,Single Family Residential,185000,-0.324571011,201750,112.0378151,7,59,8.4,61,NA,0.203389831
2/1/2026,"Malakoff, TX",Texas,Single Family Residential,140000,-0.516407599,1499999,135.3965184,1,10,10,28,0.952380952,0.3
2/1/2026,"Helotes, TX",Texas,Single Family Residential,377000,-0.449635037,445000,165.6001984,10,28,2.8,145,0.966104452,0.25
2/1/2026,"The Hills, TX",Texas,Single Family Residential,1025000,0.305898841,699000,296.9233559,4,13,3.3,33,0.935490784,0.384615385
2/1/2026,"Evant, TX",Texas,Single Family Residential,105500,-0.685074627,NA,57.74493706,1,1,1,128,0.879899917,NA
2/1/2026,"Kaufman, TX",Texas,Single Family Residential,247000,0.228855721,287125,147.7635783,9,42,4.7,48,0.979972255,0.261904762
2/1/2026,"Lorena, TX",Texas,Single Family Residential,315000,0.032786885,347500,197.3684211,1,12,12,3,1,0.25
2/1/2026,"Universal City, TX",Texas,Single Family Residential,259900,-0.16497992,294998,155.1282051,15,82,5.5,152,0.966873896,0.292682927
2/1/2026,"Canyon Creek, TX",Texas,Single Family Residential,268500,-0.105,294750,167.9322376,8,64,8,121,0.98260676,0.34375
2/1/2026,"Terrell, TX",Texas,Single Family Residential,220000,-0.208633094,300000,151.6768293,11,100,9.1,103,0.923066158,0.31
2/1/2026,"West University Place, TX",Texas,Single Family Residential,1730000,0.004937554,2187000,538.8581952,15,23,1.5,73,0.989344065,0.130434783
2/1/2026,"New Fairview, TX",Texas,Single Family Residential,555000,NA,374999,253.1934307,1,15,15,218,0.965217391,0.333333333
2/1/2026,"Sargent, TX",Texas,Single Family Residential,481275,0.218417722,447862,269.9091507,2,69,34.5,466,0.979029236,0.043478261
2/1/2026,"Jourdanton, TX",Texas,Single Family Residential,225000,0.125005625,225000,136.3629579,7,26,3.7,131,0.97809555,0.384615385
2/1/2026,"Elmendorf, TX",Texas,Single Family Residential,330000,0.022479047,281360,144.7368421,1,47,47,253,0.944025037,0.319148936
2/1/2026,"Canyon, TX",Texas,Single Family Residential,304962.5,0.286761603,275000,166.8608301,8,38,4.8,38,NA,0.131578947
2/1/2026,"Shady Hollow, TX",Texas,Single Family Residential,636750,-0.070437956,770000,289.2275121,6,7,1.2,64,0.973067391,NA
2/1/2026,"Seguin, TX",Texas,Single Family Residential,240000,-0.111111111,289990,141.0513245,83,357,4.3,116,0.960654864,0.378151261
2/1/2026,"Bullard, TX",Texas,Single Family Residential,316250,-0.178358015,372400,187.3789624,8,58,7.3,98,NA,0.137931035
2/1/2026,"Troup, TX",Texas,Single Family Residential,254000,-0.279432624,357900,127.7665996,1,17,17,242,NA,0.117647059
2/1/2026,"Waco, TX",Texas,Single Family Residential,279742.5,-0.000919643,299000,162.7890504,96,550,5.7,70,0.966050386,0.258181818
2/1/2026,"Olivarez, TX",Texas,Single Family Residential,400000,NA,120000,121.4697844,1,4,4,313,0.860215054,NA
2/1/2026,"White Oak, TX",Texas,Single Family Residential,469750,0.351993093,343500,173.3220197,2,28,14,52,NA,0.25
2/1/2026,"Lufkin, TX",Texas,Single Family Residential,184246,-0.298110476,240000,110.9972678,7,106,15.1,138,0.980528061,0.283018868
2/1/2026,"Plano, TX",Texas,Single Family Residential,500000,-0.065420561,549900,213.6608345,151,464,3.1,74,0.979371937,0.247844828
2/1/2026,"Roxton, TX",Texas,Single Family Residential,114000,NA,167000,151.193634,1,4,4,47,0.912,0.5
2/1/2026,"El Lago, TX",Texas,Single Family Residential,314000,-0.886846847,362500,171.7756271,2,9,4.5,174,0.9828125,0.222222222
2/1/2026,"Port Mansfield, TX",Texas,Single Family Residential,469500,NA,580000,210.6770833,2,14,7,30,NA,NA
2/1/2026,"Slaton, TX",Texas,Single Family Residential,202375,1.561708861,58849.5,126.9085869,4,28,7,26,NA,0.107142857
2/1/2026,"North Richland Hills, TX",Texas,Single Family Residential,400000,0.002506266,390995,197.5945017,59,153,2.6,56,0.978451555,0.326797386
2/1/2026,"Bellaire, TX",Texas,Single Family Residential,1332500,-0.145833333,1449500,339.1448206,11,30,2.7,55,0.991071592,0.233333333
2/1/2026,"Midway North, TX",Texas,Single Family Residential,265500,NA,271500,180.3053644,2,15,7.5,5,1.062212442,0.2
2/1/2026,"Franklin, TX",Texas,Single Family Residential,259000,NA,260000,105.0283861,1,10,10,46,NA,0.1
2/1/2026,"Brazoria, TX",Texas,Single Family Residential,194500,-0.274253731,249000,138.2090509,2,23,11.5,114,0.94400134,0.347826087
2/1/2026,"Waskom, TX",Texas,Single Family Residential,72000,-0.501721483,175000,66.35944701,1,5,5,133,NA,0.2
2/1/2026,"Bridge City, TX",Texas,Single Family Residential,164950,-0.10789616,220000,116.1450921,8,47,5.9,78,1.035267788,0.255319149
2/1/2026,"Nome, TX",Texas,Single Family Residential,415000,0.458699473,NA,185.4334227,1,10,10,29,NA,0.2
2/1/2026,"Marion, TX",Texas,Single Family Residential,218999,-0.304762872,253999,156.2047076,7,32,4.6,75,0.922314663,0.625
2/1/2026,"Ralls, TX",Texas,Single Family Residential,79500,-0.516717325,136450,51.32243333,2,7,3.5,70,NA,0.428571429
2/1/2026,"Kenefick, TX",Texas,Single Family Residential,92000,NA,NA,23.49336057,1,1,1,25,0.920920921,1
2/1/2026,"Holland, TX",Texas,Single Family Residential,241990,0.152333333,239000,125.8722633,2,4,2,105,1,0.25
2/1/2026,"Progreso Lakes, TX",Texas,Single Family Residential,349000,NA,725000,75.59021009,1,7,7,231,NA,0.142857143
2/1/2026,"CÃ©sar ChÃ¡vez, TX",Texas,Single Family Residential,459900,NA,NA,189.3371758,1,2,2,32,1,NA
2/1/2026,"Nash, TX",Texas,Single Family Residential,210000,0.469045121,199500,110.9447599,3,15,5,83,NA,0.2
2/1/2026,"Freeport, TX",Texas,Single Family Residential,175000,0.094434021,142450,122.0119522,5,56,11.2,76,0.906338601,0.321428571
2/1/2026,"Cedar Creek, TX",Texas,Single Family Residential,394000,-0.121506371,429990,180.2378774,1,23,23,79,0.985,0.130434783
2/1/2026,"Borger, TX",Texas,Single Family Residential,179900,0.635454546,134500,118.4626437,9,46,5.1,89,NA,0.304347826
2/1/2026,"Woodway, TX",Texas,Single Family Residential,410000,-0.012048193,681250,188.1977671,5,51,10.2,20,0.955756219,0.196078431
2/1/2026,"Devers, TX",Texas,Single Family Residential,400000,NA,NA,159.7444089,1,1,1,180,0.941178685,NA
2/1/2026,"McQueeney, TX",Texas,Single Family Residential,575000,0.045454545,649900,190.2713435,1,10,10,209,0.958334931,0.1
2/1/2026,"Enchanted Oaks, TX",Texas,Single Family Residential,372500,-0.214963119,426500,195.4354669,1,10,10,92,NA,0.2
2/1/2026,"Payne Springs, TX",Texas,Single Family Residential,200000,NA,349000,138.8888889,1,12,12,300,NA,0.166666667
2/1/2026,"Santa Rita Ranch, TX",Texas,Single Family Residential,615618.5,0.06050612,575000,189.2829182,20,158,7.9,177,0.970341593,0.411392405
2/1/2026,"Wildwood, TX",Texas,Single Family Residential,487500,1.299528302,307000,186.6385911,3,17,5.7,288,0.976953908,0.411764706
2/1/2026,"Austin, TX",Texas,Single Family Residential,560000,0,577000,295.8015267,491,2226,4.5,86,0.970283203,0.257412399
2/1/2026,"Crosby, TX",Texas,Single Family Residential,227990,-0.11398259,284990,124.1902516,5,20,4,91,0.872370009,0.5
2/1/2026,"Boerne, TX",Texas,Single Family Residential,445000,-0.25210084,535000,194.8868617,16,87,5.4,91,0.95232281,0.287356322
2/1/2026,"Canyon Lake, TX",Texas,Single Family Residential,435000,-0.054327268,562450,205.7877814,39,523,13.4,111,0.96182436,0.239005736
2/1/2026,"Citrus City, TX",Texas,Single Family Residential,160000,NA,90000,80.64516129,1,5,5,351,0.975609756,NA
2/1/2026,"Wake Village, TX",Texas,Single Family Residential,275000,0.222222222,186500,142.6348548,1,37,37,99,NA,0.27027027
2/1/2026,"Pilot Point, TX",Texas,Single Family Residential,308920,-0.194471969,304990,156.9974385,36,129,3.6,104,0.957950004,0.635658915
2/1/2026,"Glenn Heights, TX",Texas,Single Family Residential,400000,-0.08045977,350000,164.4832606,27,51,1.9,117,0.984825754,0.215686275
2/1/2026,"Lytle, TX",Texas,Single Family Residential,206500,-0.355694228,252950,182.8864734,6,18,3,78,0.960587446,0.277777778
2/1/2026,"Crowley, TX",Texas,Single Family Residential,300740,0.037392204,346180,161.3994573,30,117,3.9,110,0.988843064,0.461538462
2/1/2026,"San Antonio, TX",Texas,Single Family Residential,262500,0.050420168,273499.5,148.0515784,722,3925,5.4,96,0.963534615,0.313375796
2/1/2026,"Lake Dallas, TX",Texas,Single Family Residential,277825,-0.057421544,325000,179.706292,4,23,5.8,98,0.907975239,0.347826087
2/1/2026,"Lumberton, TX",Texas,Single Family Residential,322325,-0.058905109,425000,150.5911657,12,61,5.1,47,1.032667307,0.163934426
2/1/2026,"Aledo, TX",Texas,Single Family Residential,450000,0.24137931,560000,192.1132457,9,38,4.2,167,0.978971937,0.289473684
2/1/2026,"Dumas, TX",Texas,Single Family Residential,280000,0.647068512,275000,118.8157382,7,44,6.3,44,NA,0.159090909
2/1/2026,"Harker Heights, TX",Texas,Single Family Residential,343080,0.013530281,333375,151.6100179,21,120,5.7,96,0.981894602,0.15
2/1/2026,"Keene, TX",Texas,Single Family Residential,320424.5,0.281698,247495,169.0789669,2,33,16.5,10,1,0.212121212
2/1/2026,"Lakeside, TX",Texas,Single Family Residential,204500,-0.646193772,539000,136.3333333,1,6,6,47,0.951605398,0.666666667
2/1/2026,"Petersburg, TX",Texas,Single Family Residential,55000,NA,139200,50.09107468,1,4,4,31,NA,NA
2/1/2026,"Pasadena, TX",Texas,Single Family Residential,240000,-0.08045977,255000,142.5905189,59,188,3.2,36,0.971578059,0.255319149
2/1/2026,"Richland Hills, TX",Texas,Single Family Residential,284500,-0.003502627,419000,160.4116223,7,17,2.4,79,0.948647338,0.352941177
2/1/2026,"Bevil Oaks, TX",Texas,Single Family Residential,250000,-0.262536873,289000,118.2033097,1,8,8,195,NA,NA
2/1/2026,"Creedmoor, TX",Texas,Single Family Residential,331490,NA,NA,173.373431,1,NA,NA,17,1.140351782,NA
2/1/2026,"Salado, TX",Texas,Single Family Residential,467500,-0.216917923,519000,199.829932,3,28,9.3,211,0.986244038,0.321428571
2/1/2026,"Sanger, TX",Texas,Single Family Residential,318000,-0.00625,290000,186.0712387,11,67,6.1,109,0.96643854,0.447761194
2/1/2026,"Bayou Vista, TX",Texas,Single Family Residential,341250,-0.130573248,374500,265.707672,2,45,22.5,233,0.995468441,0.288888889
2/1/2026,"Paloma Creek South, TX",Texas,Single Family Residential,318000,-0.209937888,390940,161.1734879,5,55,11,193,0.989513972,0.345454546
2/1/2026,"Harlingen, TX",Texas,Single Family Residential,209900,-0.207625519,231900,129.6734501,35,241,6.9,57,0.946276796,0.195020747
2/1/2026,"Brookshire, TX",Texas,Single Family Residential,250000,-0.151103565,289950,164.2575558,1,11,11,4,1,NA
2/1/2026,"Haltom City, TX",Texas,Single Family Residential,247500,0.010204082,295000,162.4125211,16,64,4,76,0.978823706,0.34375
2/1/2026,"Perezville, TX",Texas,Single Family Residential,168500,-0.155176736,177000,153.7577412,2,14,7,131,0.96368779,0.214285714
2/1/2026,"Gilmer, TX",Texas,Single Family Residential,189900,-0.037993921,269900,122.1226415,5,32,6.4,184,0.810344828,0.3125
2/1/2026,"Lacy-Lakeview, TX",Texas,Single Family Residential,256000,0.192361435,252950,156.4448171,4,23,5.8,259,0.964979221,0.260869565
2/1/2026,"San Juan, TX",Texas,Single Family Residential,250000,0.016260163,252450,154.3905636,17,160,9.4,85,0.978011858,0.14375
2/1/2026,"Argyle, TX",Texas,Single Family Residential,750000,0.229508197,639900,234.0608845,13,48,3.7,171,0.966804145,0.145833333
2/1/2026,"Lake Kiowa, TX",Texas,Single Family Residential,460000,0.027932961,737497.5,250.4082744,3,39,13,119,0.984860074,0.128205128
2/1/2026,"McGregor, TX",Texas,Single Family Residential,229000,-0.2672,215000,168.879056,7,31,4.4,80,0.975644015,0.516129032
2/1/2026,"Olmos Park, TX",Texas,Single Family Residential,1290000,-0.321052632,649000,338.841623,3,6,2,51,0.931013421,NA
2/1/2026,"Burleson, TX",Texas,Single Family Residential,295000,-0.157142857,311500,162.4548736,47,206,4.4,67,0.969907298,0.334951456
2/1/2026,"Mansfield, TX",Texas,Single Family Residential,486148.5,-0.013447314,507500,185.7509841,62,267,4.3,86,0.980555211,0.325842697
2/1/2026,"Four Corners, TX",Texas,Single Family Residential,260000,-0.071428571,329000,121.2992932,2,24,12,61,0.981046958,0.25
2/1/2026,"Elkhart, TX",Texas,Single Family Residential,310000,NA,147450,168.2953312,1,6,6,19,NA,NA
2/1/2026,"Wilmer, TX",Texas,Single Family Residential,178000,-0.287998576,310000,171.1538462,3,8,2.7,103,1.003710804,0.125
2/1/2026,"El Campo, TX",Texas,Single Family Residential,180000,-0.357142857,170000,136.0544218,5,48,9.6,113,0.911792299,0.166666667
2/1/2026,"Siesta Shores, TX",Texas,Single Family Residential,83000,NA,NA,75.72992701,1,9,9,183,0.754545455,0.222222222
2/1/2026,"Van Alstyne, TX",Texas,Single Family Residential,360000,-0.116564417,344995,153.0782124,2,72,36,106,0.939947781,0.291666667
2/1/2026,"San Marcos, TX",Texas,Single Family Residential,319995,-0.144691122,314990,178.0962926,48,329,6.9,126,0.981419137,0.29787234
2/1/2026,"Newark, TX",Texas,Single Family Residential,679990,0.988274854,NA,241.7312478,1,2,2,7,1,0.5
2/1/2026,"Pampa, TX",Texas,Single Family Residential,129000,-0.218181818,152400,106.1072956,13,87,6.7,155,1,0.114942529
2/1/2026,"Providence Village, TX",Texas,Single Family Residential,295760,-0.065366809,287849.5,154.4399932,26,100,3.8,106,0.969845784,0.29
2/1/2026,"Denton, TX",Texas,Single Family Residential,369000,-0.012021741,408643,185.2705997,113,469,4.2,95,0.973914404,0.262260128
2/1/2026,"Killeen, TX",Texas,Single Family Residential,228000,-0.095238095,241699.5,134.3802963,92,571,6.2,87,0.982747969,0.227670753
2/1/2026,"Comfort, TX",Texas,Single Family Residential,365273.5,NA,1110750,211.5776235,4,9,2.3,172,1.040204333,0.333333333
2/1/2026,"Danbury, TX",Texas,Single Family Residential,340000,0.38071066,297000,188.1571666,1,10,10,81,1.000002941,0.6
2/1/2026,"Alamo Heights, TX",Texas,Single Family Residential,1122500,0.128140704,792000,396.2094662,6,15,2.5,54,0.970614728,0.266666667
2/1/2026,"Joshua, TX",Texas,Single Family Residential,450000,0.130812376,387449.5,149.6138996,7,38,5.4,186,0.989894608,0.342105263
2/1/2026,"Trenton, TX",Texas,Single Family Residential,276760,0.273924051,353937.5,210.3039514,1,19,19,238,1.013772894,0.315789474
2/1/2026,"Wichita Falls, TX",Texas,Single Family Residential,202500,0.071995765,197500,117.9084074,93,377,4.1,85,0.946502638,0.25198939
2/1/2026,"Bonham, TX",Texas,Single Family Residential,232000,0.214659686,201450,162.8075253,5,48,9.6,45,0.972113319,0.229166667
2/1/2026,"Annetta, TX",Texas,Single Family Residential,535000,NA,582500,205.6277056,3,3,1,106,1.018645003,0.666666667
2/1/2026,"Lopezville, TX",Texas,Single Family Residential,202625,NA,NA,169.7026801,1,3,3,14,1.041773779,0.333333333
2/1/2026,"University Park, TX",Texas,Single Family Residential,3100000,0,2474500,667.7967701,8,28,3.5,13,0.984613567,0.214285714
2/1/2026,"Victoria, TX",Texas,Single Family Residential,249950,0.041675349,239700,143.4106837,48,176,3.7,83,0.966893182,0.255681818
2/1/2026,"Farmers Branch, TX",Texas,Single Family Residential,410000,-0.188118812,510000,263.7993273,10,54,5.4,64,0.938618945,0.351851852
2/1/2026,"Willow Grove, TX",Texas,Single Family Residential,271200,0.036697248,324900,154.257189,2,11,5.5,96,0.908536585,0.181818182
2/1/2026,"Highlands, TX",Texas,Single Family Residential,193000,-0.22020202,265000,118.8212928,5,18,3.6,71,0.859697677,0.277777778
2/1/2026,"Mineral Wells, TX",Texas,Single Family Residential,163750,0.0234375,254500,121.7651337,6,71,11.8,26,0.921949898,0.154929578
2/1/2026,"Weslaco, TX",Texas,Single Family Residential,224500,0.373088685,252000,148.1879847,14,155,11.1,132,0.964919004,0.238709677
2/1/2026,"South Houston, TX",Texas,Single Family Residential,217500,0.242857143,224900,119.7074687,4,20,5,38,0.982349125,0.3
2/1/2026,"Seadrift, TX",Texas,Single Family Residential,104000,-0.583998336,107000,265.3061224,1,14,14,272,0.945454546,0.214285714
2/1/2026,"Thunderbird Bay, TX",Texas,Single Family Residential,157500,NA,105500,164.0625,1,10,10,24,0.969230769,0.1
2/1/2026,"Shallowater, TX",Texas,Single Family Residential,284450,0.104660194,227500,170.0314904,2,9,4.5,24,NA,NA
2/1/2026,"Paradise, TX",Texas,Single Family Residential,210000,-0.454403741,519950,164.7058824,1,11,11,87,0.976744186,0.181818182
2/1/2026,"Cleburne, TX",Texas,Single Family Residential,279945,0.017981818,279900,155.2857707,48,233,4.9,133,0.980256255,0.291845494
2/1/2026,"Point Venture, TX",Texas,Single Family Residential,762000,1.697345133,499000,179.0413534,1,22,22,95,0.983225807,0.227272727
2/1/2026,"Amarillo, TX",Texas,Single Family Residential,257500,0.081932773,239900,149.825784,173,597,3.5,59,NA,0.1959799
2/1/2026,"Marlin, TX",Texas,Single Family Residential,48000,-0.74535809,85000,51.06382979,3,21,7,128,0.786514656,0.190476191
2/1/2026,"Aubrey, TX",Texas,Single Family Residential,315000,-0.148648649,313999.5,152.7643065,9,97,10.8,120,0.994326028,0.329896907
2/1/2026,"Levelland, TX",Texas,Single Family Residential,115000,-0.477153899,151900,82.08208208,5,42,8.4,52,NA,0.095238095
2/1/2026,"Iowa Park, TX",Texas,Single Family Residential,199900,0.306535948,234888.5,125.9803922,3,21,7,81,NA,0.095238095
2/1/2026,"Desoto, TX",Texas,Single Family Residential,340000,0.014925373,347950,153.6885246,33,135,4.1,91,0.977482246,0.281481482
2/1/2026,"Flower Mound, TX",Texas,Single Family Residential,640000,-0.035418237,660000,233.0743618,57,142,2.5,51,0.983347677,0.281690141
2/1/2026,"Splendora, TX",Texas,Single Family Residential,330000,0.833333333,437500,194.1176471,1,6,6,153,0.956521739,0.5
2/1/2026,"Arlington, TX",Texas,Single Family Residential,325000,-0.015897048,339375,176.114296,174,581,3.3,57,0.974490732,0.323580034
2/1/2026,"Briar, TX",Texas,Single Family Residential,499000,0.292746114,579995,231.6326531,7,44,6.3,89,0.971569677,0.181818182
2/1/2026,"Rollingwood, TX",Texas,Single Family Residential,7050000,NA,5365000,1079.963235,1,5,5,305,0.94,0.2
2/1/2026,"Heartland, TX",Texas,Single Family Residential,304500,0.003311422,275000,140.5173884,20,145,7.3,145,0.996315289,0.296551724
2/1/2026,"Lake Brownwood, TX",Texas,Single Family Residential,790000,1.012738854,345000,220.239072,2,10,5,296,0.906981882,0.1
2/1/2026,"Angleton, TX",Texas,Single Family Residential,239500,0.113953488,262720,147.8629793,24,133,5.5,73,0.965538357,0.323308271
2/1/2026,"Hornsby Bend, TX",Texas,Single Family Residential,267499.5,-0.076792062,299999.5,189.7496061,8,40,5,123,0.990918498,0.4
2/1/2026,"Luling, TX",Texas,Single Family Residential,190495,0.411074074,259990,141.9242259,4,32,8,117,0.878141924,0.125
2/1/2026,"Anthony, TX",Texas,Single Family Residential,238000,-0.054617676,204000,120.2020202,1,4,4,NA,1,0.25
2/1/2026,"Bastrop, TX",Texas,Single Family Residential,289000,-0.003448276,319999,171.8009479,9,57,6.3,151,0.974151854,0.385964912
2/1/2026,"Nacogdoches, TX",Texas,Single Family Residential,325000,0.547619048,252500,114.638448,1,63,63,244,NA,0.206349206
2/1/2026,"Decatur, TX",Texas,Single Family Residential,270000,-0.341463415,239500,212.2641509,3,27,9,91,0.981958226,0.518518519
2/1/2026,"Northlake, TX",Texas,Single Family Residential,509000,-0.058087677,599900,196.1222968,23,121,5.3,116,0.958172138,0.280991736
2/1/2026,"Gladewater, TX",Texas,Single Family Residential,191200,-0.168695652,219000,150.3874226,4,45,11.3,67,1.015384615,0.244444444
2/1/2026,"Bishop Hills, TX",Texas,Single Family Residential,445000,NA,595000,147.7914314,1,1,1,471,NA,NA
2/1/2026,"Combes, TX",Texas,Single Family Residential,224061,NA,219147,183.24211,6,29,4.8,27,1.01304537,0.137931035
2/1/2026,"Cut & Shoot, TX",Texas,Single Family Residential,197990,-0.188565574,NA,139.6262341,1,2,2,12,0.849778961,0.5
2/1/2026,"Terrell Hills, TX",Texas,Single Family Residential,638855,0.466104418,1895000,229.6369462,4,35,8.8,115,0.920848237,0.342857143
2/1/2026,"Cibolo, TX",Texas,Single Family Residential,286825,-0.15203252,370000,139.4957305,30,174,5.8,170,0.944661045,0.379310345
2/1/2026,"Dripping Springs, TX",Texas,Single Family Residential,438430.5,-0.167265596,629950,232.5581395,12,106,8.8,105,0.967294604,0.433962264
2/1/2026,"Santa Clara, TX",Texas,Single Family Residential,725000,NA,650000,250.5183138,1,2,2,341,0.974658869,1
2/1/2026,"Addison, TX",Texas,Single Family Residential,620000,0.17535545,499000,253.3691495,4,15,3.8,214,0.967596803,0.133333333
2/1/2026,"O'Donnell, TX",Texas,Single Family Residential,22500,NA,NA,37.5,1,2,2,73,NA,NA
2/1/2026,"Edinburg, TX",Texas,Single Family Residential,249000,-0.043393073,349000,161.6798971,38,355,9.3,98,0.977859601,0.216901409
2/1/2026,"Beauxart Gardens, TX",Texas,Single Family Residential,189900,-0.20875,NA,121.7307692,1,1,1,77,1,1
2/1/2026,"Bulverde, TX",Texas,Single Family Residential,863372,0.162791355,669500,276.8105162,3,36,12,69,0.981416247,0.361111111
2/1/2026,"Ferris, TX",Texas,Single Family Residential,450250,0.32465431,307990,223.4764068,2,35,17.5,193,0.976612475,0.114285714
2/1/2026,"Richwood, TX",Texas,Single Family Residential,248750,-0.345308593,267500,161.498147,2,16,8,221,1.004879773,0.375
2/1/2026,"Weston, TX",Texas,Single Family Residential,395000,-0.225490196,2015000,181.359045,1,22,22,162,1.020671835,0.136363636
2/1/2026,"Willow Park, TX",Texas,Single Family Residential,530000,0.00952381,450000,208.8677171,3,24,8,126,0.969707304,0.125
2/1/2026,"South Padre Island, TX",Texas,Single Family Residential,875000,-0.414715719,450000,438.5964912,1,35,35,307,NA,0.142857143
2/1/2026,"Seagoville, TX",Texas,Single Family Residential,313553.5,-0.157680322,340568,145.6914117,24,96,4,96,0.970702595,0.604166667
2/1/2026,"Bells, TX",Texas,Single Family Residential,115000,-0.657738095,160000,78.60560492,1,17,17,60,0.891472868,0.235294118
2/1/2026,"Oak Leaf, TX",Texas,Single Family Residential,353000,-0.138814345,569900,169.3857965,1,5,5,12,1.008859674,0.4
2/1/2026,"Sansom Park, TX",Texas,Single Family Residential,260000,NA,285000,191.5991157,3,7,2.3,43,0.922389415,0.571428571
2/1/2026,"Chico, TX",Texas,Single Family Residential,232000,NA,232450,124.4635193,1,7,7,81,1.062076543,0.142857143
2/1/2026,"Agua Dulce, TX",Texas,Single Family Residential,223000,NA,175000,148.1508034,2,1,0.5,118,0.943007383,1
2/1/2026,"Pharr, TX",Texas,Single Family Residential,199000,-0.103603604,202500,138.8888889,17,164,9.6,67,0.955897895,0.213414634
2/1/2026,"Sachse, TX",Texas,Single Family Residential,426000,-0.094002552,445000,172.3357223,12,61,5.1,96,0.969553351,0.409836066
2/1/2026,"Bear Creek Ranch, TX",Texas,Single Family Residential,300495,-0.006710189,295000,172.4031476,2,10,5,14,1.000661391,0.1
2/1/2026,"Copper Canyon, TX",Texas,Single Family Residential,1700000,NA,2549999.5,309.2595961,1,8,8,63,0.919415901,0.25
2/1/2026,"Pelican Bay, TX",Texas,Single Family Residential,250000,0.524390244,158000,186.2891207,1,22,22,17,0.984251969,0.318181818
2/1/2026,"Balch Springs, TX",Texas,Single Family Residential,325000,0.593137255,360000,147.8112564,5,53,10.6,151,0.953481241,0.301886793
2/1/2026,"Magnolia Beach, TX",Texas,Single Family Residential,315000,NA,NA,239.7260274,1,6,6,643,0.809768638,0.166666667
2/1/2026,"Lancaster, TX",Texas,Single Family Residential,260000,-0.056261343,299000,160.7843137,23,67,2.9,52,0.986288247,0.343283582
2/1/2026,"Cross Roads, TX",Texas,Single Family Residential,800000,-0.384615385,888500,188.3239171,1,10,10,21,1,0.3
2/1/2026,"Beach City, TX",Texas,Single Family Residential,542500,-0.044052863,672000,157.5382163,4,15,3.8,108,0.988312762,0.333333333
2/1/2026,"Jonestown, TX",Texas,Single Family Residential,485000,-0.156521739,871999.5,237.0289549,4,35,8.8,213,0.91960396,0.371428571
2/1/2026,"Rio Vista, TX",Texas,Single Family Residential,171000,-0.348447323,NA,128.7650602,1,6,6,168,1.005882353,0.333333333
2/1/2026,"Fredericksburg, TX",Texas,Single Family Residential,446000,0.014801079,537500,289.3175074,25,148,5.9,137,0.97836512,0.263513514
2/1/2026,"Tuscola, TX",Texas,Single Family Residential,255500,NA,233750,131.1574751,2,2,1,122,1.024561404,NA
2/1/2026,"Coppell, TX",Texas,Single Family Residential,573250,-0.118076923,585000,253.3956373,18,46,2.6,54,0.974559295,0.239130435
2/1/2026,"Pecan Grove, TX",Texas,Single Family Residential,445000,0.28057554,509500,147.4903475,23,106,4.6,67,0.96967082,0.29245283
2/1/2026,"Willis, TX",Texas,Single Family Residential,350995,0.324509434,364990,157.8836456,16,84,5.3,170,0.96913744,0.404761905
2/1/2026,"Rosenberg, TX",Texas,Single Family Residential,330000,-0.059802274,373066,145.9474736,38,155,4.1,67,0.972611161,0.303225807
2/1/2026,"Gatesville, TX",Texas,Single Family Residential,238000,0.809198024,229500,136.2837046,5,47,9.4,150,0.972131096,0.191489362
2/1/2026,"McAllen, TX",Texas,Single Family Residential,269300,-0.027797834,270000,154.6051078,58,467,8.1,65,0.958709315,0.21627409
2/1/2026,"Sealy, TX",Texas,Single Family Residential,444907.5,0.589409474,391950,191.9088927,4,43,10.8,195,1.002355872,0.465116279
2/1/2026,"Weatherford, TX",Texas,Single Family Residential,364950,0.160413355,347450,203.675084,40,145,3.6,92,0.982814526,0.324137931
2/1/2026,"Steiner Ranch, TX",Texas,Single Family Residential,850000,0.011904762,1162500,256.2545543,13,45,3.5,134,0.959787417,0.311111111
2/1/2026,"Jersey Village, TX",Texas,Single Family Residential,466400,0.260540541,501450,170.3401743,3,16,5.3,67,0.971466257,0.375
2/1/2026,"Jarrell, TX",Texas,Single Family Residential,281045,-0.130268614,359900,158.5805348,6,45,7.5,169,0.977890966,0.377777778
2/1/2026,"Kennedale, TX",Texas,Single Family Residential,355000,0.314814815,300000,183.1501832,5,20,4,60,0.997277021,0.4
2/1/2026,"Liberty, TX",Texas,Single Family Residential,228938,-0.062689867,198000,112.4863955,8,24,3,136,0.920095254,0.458333333
2/1/2026,"Stephenville, TX",Texas,Single Family Residential,286000,0.021428571,254500,183.1956306,10,92,9.2,109,0.961052934,0.260869565
2/1/2026,"Sweeny, TX",Texas,Single Family Residential,165000,-0.195121951,187450,107.3480418,4,25,6.3,85,0.966396323,0.52
